event,pace,distance
Half,6.3,21.1
Half,6.3,21.1
Half,6.333333333,21.1
Half,6.333333333,21.1
Half,6.35,21.1
Half,6.35,21.1
Half,6.333333333,21.1
Half,6.333333333,21.1
Half,6.383333333,21.1
Half,6.333333333,21.1
Half,6.383333333,21.1
Half,6.366666667,21.1
Half,6.333333333,21.1
Half,6.366666667,21.1
Half,6.366666667,21.1
Half,6.35,21.1
Half,6.35,21.1
Half,6.383333333,21.1
Half,6.383333333,21.1
Half,6.366666667,21.1
Half,6.383333333,21.1
Half,6.383333333,21.1
Half,6.416666667,21.1
Half,6.4,21.1
Half,6.4,21.1
Half,6.416666667,21.1
Half,6.45,21.1
Half,6.433333333,21.1
Half,6.433333333,21.1
Half,6.433333333,21.1
Half,6.433333333,21.1
Half,6.45,21.1
Half,6.45,21.1
Half,6.416666667,21.1
Half,6.45,21.1
Half,6.45,21.1
Half,6.45,21.1
Half,6.5,21.1
Half,6.45,21.1
Half,6.5,21.1
Half,6.483333333,21.1
Half,6.516666667,21.1
Half,6.483333333,21.1
Half,6.483333333,21.1
Half,6.483333333,21.1
Half,6.483333333,21.1
Half,6.516666667,21.1
Half,6.5,21.1
Half,6.516666667,21.1
Half,6.516666667,21.1
Half,6.516666667,21.1
Half,6.533333333,21.1
Half,6.516666667,21.1
Half,6.566666667,21.1
Half,6.5,21.1
Half,6.566666667,21.1
Half,6.566666667,21.1
Half,6.566666667,21.1
Half,6.566666667,21.1
Half,6.566666667,21.1
Half,6.583333333,21.1
Half,6.583333333,21.1
Half,6.6,21.1
Half,6.566666667,21.1
Half,6.633333333,21.1
Half,6.633333333,21.1
Half,6.6,21.1
Half,6.6,21.1
Half,6.6,21.1
Half,6.616666667,21.1
Half,6.616666667,21.1
Half,6.633333333,21.1
Half,6.633333333,21.1
Half,6.683333333,21.1
Half,6.65,21.1
Half,6.683333333,21.1
Half,6.683333333,21.1
Half,6.683333333,21.1
Half,6.683333333,21.1
Half,6.7,21.1
Half,6.716666667,21.1
Half,6.783333333,21.1
Half,6.7,21.1
Half,6.75,21.1
Half,6.733333333,21.1
Half,6.716666667,21.1
Half,6.766666667,21.1
Half,6.766666667,21.1
Half,6.816666667,21.1
Half,6.816666667,21.1
Half,6.75,21.1
Half,6.766666667,21.1
Half,6.8,21.1
Half,6.8,21.1
Half,6.783333333,21.1
Half,6.8,21.1
Half,6.816666667,21.1
Half,6.8,21.1
Half,6.8,21.1
Half,6.816666667,21.1
Half,6.816666667,21.1
Half,6.833333333,21.1
Half,6.866666667,21.1
Half,6.85,21.1
Half,6.85,21.1
Half,6.866666667,21.1
Half,6.866666667,21.1
Half,6.866666667,21.1
Half,6.866666667,21.1
Half,6.916666667,21.1
Half,6.916666667,21.1
Half,6.933333333,21.1
Half,6.916666667,21.1
Half,6.916666667,21.1
Half,6.933333333,21.1
Half,6.916666667,21.1
Half,6.933333333,21.1
Half,6.933333333,21.1
Half,6.95,21.1
Half,6.983333333,21.1
Half,6.983333333,21.1
Half,6.983333333,21.1
Half,6.983333333,21.1
Half,6.983333333,21.1
Half,6.966666667,21.1
Half,6.983333333,21.1
Half,6.983333333,21.1
Half,7,21.1
Half,7,21.1
Half,7,21.1
Half,7,21.1
Half,7,21.1
Half,7,21.1
Half,7.016666667,21.1
Half,7,21.1
Half,7.016666667,21.1
Half,7.033333333,21.1
Half,7.033333333,21.1
Half,7,21.1
Half,7.016666667,21.1
Half,7.05,21.1
Half,7.05,21.1
Half,7.083333333,21.1
Half,7.066666667,21.1
Half,7.083333333,21.1
Half,7.083333333,21.1
Half,7.066666667,21.1
Half,7.083333333,21.1
Half,7.1,21.1
Half,7.083333333,21.1
Half,7.1,21.1
Half,7.1,21.1
Half,7.133333333,21.1
Half,7.1,21.1
Half,7.1,21.1
Half,7.116666667,21.1
Half,7.116666667,21.1
Half,7.116666667,21.1
Half,7.133333333,21.1
Half,7.183333333,21.1
Half,7.183333333,21.1
Half,7.183333333,21.1
Half,7.15,21.1
Half,7.166666667,21.1
Half,7.2,21.1
Half,7.2,21.1
Half,7.216666667,21.1
Half,7.2,21.1
Half,7.266666667,21.1
Half,7.266666667,21.1
Half,7.283333333,21.1
Half,7.266666667,21.1
Half,7.283333333,21.1
Half,7.3,21.1
Half,7.35,21.1
Half,7.316666667,21.1
Half,7.333333333,21.1
Half,7.316666667,21.1
Half,7.316666667,21.1
Half,7.383333333,21.1
Half,7.35,21.1
Half,7.35,21.1
Half,7.366666667,21.1
Half,7.366666667,21.1
Half,7.366666667,21.1
Half,7.366666667,21.1
Half,7.4,21.1
Half,7.4,21.1
Half,7.4,21.1
Half,7.433333333,21.1
Half,7.433333333,21.1
Half,7.416666667,21.1
Half,7.416666667,21.1
Half,7.416666667,21.1
Half,7.466666667,21.1
Half,7.466666667,21.1
Half,7.466666667,21.1
Half,7.45,21.1
Half,7.466666667,21.1
Half,7.483333333,21.1
Half,7.5,21.1
Half,7.516666667,21.1
Half,7.5,21.1
Half,7.516666667,21.1
Half,7.533333333,21.1
Half,7.533333333,21.1
Half,7.55,21.1
Half,7.533333333,21.1
Half,7.55,21.1
Half,7.6,21.1
Half,7.666666667,21.1
Half,7.7,21.1
Half,7.716666667,21.1
Half,7.716666667,21.1
Half,7.733333333,21.1
Half,7.733333333,21.1
Half,7.733333333,21.1
Half,7.766666667,21.1
Half,7.766666667,21.1
Half,7.766666667,21.1
Half,7.766666667,21.1
Half,7.8,21.1
Half,7.8,21.1
Half,7.8,21.1
Half,7.8,21.1
Half,7.866666667,21.1
Half,7.866666667,21.1
Half,7.866666667,21.1
Half,7.933333333,21.1
Half,7.933333333,21.1
Half,7.966666667,21.1
Half,8,21.1
Half,8.05,21.1
Half,8.066666667,21.1
Half,8.083333333,21.1
Half,8.1,21.1
Half,8.1,21.1
Half,8.1,21.1
Half,8.166666667,21.1
Half,8.2,21.1
Half,8.2,21.1
Half,8.216666667,21.1
Half,8.216666667,21.1
Half,8.216666667,21.1
Half,8.25,21.1
Half,8.233333333,21.1
Half,8.233333333,21.1
Half,8.266666667,21.1
Half,8.266666667,21.1
Half,8.266666667,21.1
Half,8.283333333,21.1
Half,8.283333333,21.1
Half,8.316666667,21.1
Half,8.316666667,21.1
Half,8.316666667,21.1
Half,8.316666667,21.1
Half,8.316666667,21.1
Half,8.316666667,21.1
Half,8.333333333,21.1
Half,8.333333333,21.1
Half,8.4,21.1
Half,8.433333333,21.1
Half,8.466666667,21.1
Half,8.466666667,21.1
Half,8.466666667,21.1
Half,8.466666667,21.1
Half,8.516666667,21.1
Half,8.533333333,21.1
Half,8.566666667,21.1
Half,8.683333333,21.1
Half,8.716666667,21.1
Half,8.716666667,21.1
Half,8.733333333,21.1
Half,8.733333333,21.1
Half,8.766666667,21.1
Half,8.733333333,21.1
Half,8.8,21.1
Half,8.816666667,21.1
Half,8.916666667,21.1
Half,8.9,21.1
Half,8.866666667,21.1
Half,8.9,21.1
Half,8.933333333,21.1
Half,9.1,21.1
Half,9.383333333,21.1
Half,9.583333333,21.1
Half,9.6,21.1
Half,9.9,21.1
Half,10.11666667,21.1
Half,10.53333333,21.1
Half,10.65,21.1
Half,11.01666667,21.1
Half,11.13333333,21.1
Half,12.68333333,21.1
Full,3.933333333,42.2
Full,3.966666667,42.2
Full,3.983333333,42.2
Full,4,42.2
Full,4.016666667,42.2
Full,4.016666667,42.2
Full,4.016666667,42.2
Full,4.033333333,42.2
Full,4.05,42.2
Full,4.05,42.2
Full,4.066666667,42.2
Full,4.066666667,42.2
Full,4.066666667,42.2
Full,4.083333333,42.2
Full,4.083333333,42.2
Full,4.116666667,42.2
Full,4.133333333,42.2
Full,4.133333333,42.2
Full,4.15,42.2
Full,4.15,42.2
Full,4.2,42.2
Full,4.2,42.2
Full,4.216666667,42.2
Full,4.233333333,42.2
Full,4.25,42.2
Full,4.25,42.2
Full,4.25,42.2
Full,4.266666667,42.2
Full,4.283333333,42.2
Full,4.283333333,42.2
Full,4.283333333,42.2
Full,4.3,42.2
Full,4.316666667,42.2
Full,4.333333333,42.2
Full,4.333333333,42.2
Full,4.383333333,42.2
Full,4.416666667,42.2
Full,4.416666667,42.2
Full,4.416666667,42.2
Full,4.45,42.2
Full,4.466666667,42.2
Full,4.483333333,42.2
Full,4.483333333,42.2
Full,4.483333333,42.2
Full,4.5,42.2
Full,4.516666667,42.2
Full,4.516666667,42.2
Full,4.516666667,42.2
Full,4.533333333,42.2
Full,4.55,42.2
Full,4.583333333,42.2
Full,4.616666667,42.2
Full,4.616666667,42.2
Full,4.65,42.2
Full,4.666666667,42.2
Full,4.666666667,42.2
Full,4.683333333,42.2
Full,4.683333333,42.2
Full,4.683333333,42.2
Full,4.683333333,42.2
Full,4.683333333,42.2
Full,4.683333333,42.2
Full,4.683333333,42.2
Full,4.7,42.2
Full,4.7,42.2
Full,4.716666667,42.2
Full,4.733333333,42.2
Full,4.733333333,42.2
Full,4.733333333,42.2
Full,4.75,42.2
Full,4.75,42.2
Full,4.766666667,42.2
Full,4.75,42.2
Full,4.766666667,42.2
Full,4.766666667,42.2
Full,4.783333333,42.2
Full,4.783333333,42.2
Full,4.783333333,42.2
Full,4.8,42.2
Full,4.8,42.2
Full,4.8,42.2
Full,4.8,42.2
Full,4.8,42.2
Full,4.816666667,42.2
Full,4.816666667,42.2
Full,4.816666667,42.2
Full,4.833333333,42.2
Full,4.833333333,42.2
Full,4.833333333,42.2
Full,4.85,42.2
Full,4.85,42.2
Full,4.85,42.2
Full,4.866666667,42.2
Full,4.866666667,42.2
Full,4.866666667,42.2
Full,4.866666667,42.2
Full,4.883333333,42.2
Full,4.883333333,42.2
Full,4.883333333,42.2
Full,4.883333333,42.2
Full,4.883333333,42.2
Full,4.933333333,42.2
Full,4.933333333,42.2
Full,4.933333333,42.2
Full,4.933333333,42.2
Full,4.95,42.2
Full,4.95,42.2
Full,4.966666667,42.2
Full,4.95,42.2
Full,4.966666667,42.2
Full,4.966666667,42.2
Full,4.966666667,42.2
Full,4.983333333,42.2
Full,4.983333333,42.2
Full,4.983333333,42.2
Full,4.983333333,42.2
Full,5,42.2
Full,4.983333333,42.2
Full,5,42.2
Full,5,42.2
Full,5.016666667,42.2
Full,5.016666667,42.2
Full,5.016666667,42.2
Full,5.033333333,42.2
Full,5.05,42.2
Full,5.05,42.2
Full,5.05,42.2
Full,5.05,42.2
Full,5.066666667,42.2
Full,5.083333333,42.2
Full,5.083333333,42.2
Full,5.116666667,42.2
Full,5.116666667,42.2
Full,5.116666667,42.2
Full,5.15,42.2
Full,5.15,42.2
Full,5.166666667,42.2
Full,5.166666667,42.2
Full,5.166666667,42.2
Full,5.166666667,42.2
Full,5.183333333,42.2
Full,5.166666667,42.2
Full,5.183333333,42.2
Full,5.183333333,42.2
Full,5.183333333,42.2
Full,5.183333333,42.2
Full,5.2,42.2
Full,5.2,42.2
Full,5.2,42.2
Full,5.2,42.2
Full,5.2,42.2
Full,5.216666667,42.2
Full,5.216666667,42.2
Full,5.233333333,42.2
Full,5.25,42.2
Full,5.25,42.2
Full,5.266666667,42.2
Full,5.266666667,42.2
Full,5.266666667,42.2
Full,5.283333333,42.2
Full,5.283333333,42.2
Full,5.283333333,42.2
Full,5.3,42.2
Full,5.283333333,42.2
Full,5.316666667,42.2
Full,5.333333333,42.2
Full,5.333333333,42.2
Full,5.333333333,42.2
Full,5.333333333,42.2
Full,5.316666667,42.2
Full,5.35,42.2
Full,5.333333333,42.2
Full,5.35,42.2
Full,5.366666667,42.2
Full,5.366666667,42.2
Full,5.383333333,42.2
Full,5.383333333,42.2
Full,5.4,42.2
Full,5.4,42.2
Full,5.4,42.2
Full,5.416666667,42.2
Full,5.416666667,42.2
Full,5.416666667,42.2
Full,5.416666667,42.2
Full,5.433333333,42.2
Full,5.433333333,42.2
Full,5.433333333,42.2
Full,5.433333333,42.2
Full,5.45,42.2
Full,5.433333333,42.2
Full,5.466666667,42.2
Full,5.466666667,42.2
Full,5.483333333,42.2
Full,5.483333333,42.2
Full,5.5,42.2
Full,5.5,42.2
Full,5.516666667,42.2
Full,5.5,42.2
Full,5.516666667,42.2
Full,5.55,42.2
Full,5.55,42.2
Full,5.566666667,42.2
Full,5.566666667,42.2
Full,5.566666667,42.2
Full,5.55,42.2
Full,5.566666667,42.2
Full,5.583333333,42.2
Full,5.583333333,42.2
Full,5.583333333,42.2
Full,5.583333333,42.2
Full,5.583333333,42.2
Full,5.6,42.2
Full,5.6,42.2
Full,5.6,42.2
Full,5.583333333,42.2
Full,5.6,42.2
Full,5.6,42.2
Full,5.616666667,42.2
Full,5.616666667,42.2
Full,5.616666667,42.2
Full,5.633333333,42.2
Full,5.633333333,42.2
Full,5.616666667,42.2
Full,5.65,42.2
Full,5.666666667,42.2
Full,5.666666667,42.2
Full,5.65,42.2
Full,5.633333333,42.2
Full,5.666666667,42.2
Full,5.683333333,42.2
Full,5.683333333,42.2
Full,5.683333333,42.2
Full,5.683333333,42.2
Full,5.683333333,42.2
Full,5.7,42.2
Full,5.716666667,42.2
Full,5.766666667,42.2
Full,5.75,42.2
Full,5.783333333,42.2
Full,5.8,42.2
Full,5.816666667,42.2
Full,5.816666667,42.2
Full,5.816666667,42.2
Full,5.816666667,42.2
Full,5.816666667,42.2
Full,5.816666667,42.2
Full,5.833333333,42.2
Full,5.85,42.2
Full,5.883333333,42.2
Full,5.9,42.2
Full,5.9,42.2
Full,5.9,42.2
Full,5.933333333,42.2
Full,5.933333333,42.2
Full,5.966666667,42.2
Full,5.966666667,42.2
Full,5.966666667,42.2
Full,5.983333333,42.2
Full,5.983333333,42.2
Full,5.983333333,42.2
Full,5.983333333,42.2
Full,6,42.2
Full,6,42.2
Full,5.983333333,42.2
Full,6.016666667,42.2
Full,6,42.2
Full,6,42.2
Full,6.033333333,42.2
Full,6.033333333,42.2
Full,6.033333333,42.2
Full,6.033333333,42.2
Full,6.05,42.2
Full,6.016666667,42.2
Full,6.066666667,42.2
Full,6.066666667,42.2
Full,6.05,42.2
Full,6.066666667,42.2
Full,6.083333333,42.2
Full,6.083333333,42.2
Full,6.1,42.2
Full,6.116666667,42.2
Full,6.1,42.2
Full,6.133333333,42.2
Full,6.183333333,42.2
Full,6.166666667,42.2
Full,6.183333333,42.2
Full,6.25,42.2
Full,6.233333333,42.2
Full,6.266666667,42.2
Full,6.316666667,42.2
Full,6.333333333,42.2
Full,6.35,42.2
Full,6.366666667,42.2
Full,6.366666667,42.2
Full,6.383333333,42.2
Full,6.366666667,42.2
Full,6.383333333,42.2
Full,6.383333333,42.2
Full,6.4,42.2
Full,6.4,42.2
Full,6.4,42.2
Full,6.416666667,42.2
Full,6.433333333,42.2
Full,6.45,42.2
Full,6.5,42.2
Full,6.483333333,42.2
Full,6.483333333,42.2
Full,6.5,42.2
Full,6.566666667,42.2
Full,6.533333333,42.2
Full,6.533333333,42.2
Full,6.6,42.2
Full,6.616666667,42.2
Full,6.616666667,42.2
Full,6.633333333,42.2
Full,6.616666667,42.2
Full,6.633333333,42.2
Full,6.65,42.2
Full,6.666666667,42.2
Full,6.683333333,42.2
Full,6.683333333,42.2
Full,6.7,42.2
Full,6.683333333,42.2
Full,6.683333333,42.2
Full,6.683333333,42.2
Full,6.75,42.2
Full,6.766666667,42.2
Full,6.883333333,42.2
Full,6.866666667,42.2
Full,6.916666667,42.2
Full,6.95,42.2
Full,7,42.2
Full,7.016666667,42.2
Full,7.033333333,42.2
Full,7.133333333,42.2
Full,7.166666667,42.2
Full,7.183333333,42.2
Full,7.216666667,42.2
Full,7.266666667,42.2
Full,7.266666667,42.2
Full,7.333333333,42.2
Full,7.4,42.2
Full,7.416666667,42.2
Full,7.466666667,42.2
Full,7.466666667,42.2
Full,7.583333333,42.2
Full,7.583333333,42.2
Full,7.6,42.2
Full,7.6,42.2
Full,7.65,42.2
Full,7.666666667,42.2
Full,7.666666667,42.2
Full,7.683333333,42.2
Full,7.716666667,42.2
Full,7.716666667,42.2
Full,7.75,42.2
Full,7.883333333,42.2
Full,7.883333333,42.2
Full,7.866666667,42.2
Full,7.883333333,42.2
Full,7.883333333,42.2
Full,7.9,42.2
Full,8,42.2
Full,7.983333333,42.2
Full,8.2,42.2
Full,8.2,42.2
Full,8.316666667,42.2
Full,8.516666667,42.2
